sentence	lemma
With sales of the novel worldwide in excess of 20 million , the film is likely to generate interest in the Cathedral and the City of Lincoln .	with sale of the novel worldwide in excess of 20 million , the film be likely to generate interest in the Cathedral and the City of Lincoln .
ItÂ ´s only when you drive through the gate and onto the site itself that you Â ´re confronted with a vast field full of 33,500 shimmering gray panels tilted towards the sun at precisely 30 degrees -- the optimum angle for absorbing radiation .	itâ ´s only when you drive through the gate and onto the site itself that you be be confront with a vast field full of 33,500 shimmere gray panel tilt towards the sun at precisely 30 degree -- the optimum angle for absorb radiation .
"Ndereba made sure the Kenyans were n't shut out . """	"Ndereba make sure the Kenyans be not shut out . """
For its fiscal 2004 , ended Jan. 30 , 2005 , Dave Buster 's net income increased 18 percent to nearly $ 13 million .	for its fiscal 2004 , end Jan. 30 , 2005 , Dave Buster 's net income increase 18 percent to nearly $ 13 million .
Chin Martinez , a community activist and the father of Hialeah Mayor Raul Martinez , said exiles , who favor the Republican Party , should be defending Posada more vocally .	Chin Martinez , a community activist and the father of Hialeah Mayor Raul Martinez , say exile , who favor the Republican Party , should be defend Posada more vocally .
Last year the IMF praised the Zambian government for meeting economic performance indicators , including general fiscal discipline , and controlling inflation despite rising oil prices .	last year the IMF praise the zambian government for meet economic performance indicator , include general fiscal discipline , and control inflation despite rise oil price .
During the transfer from Chicago 's Lincoln Park Zoo earlier this month , Wankie began having trouble breathing .	during the transfer from Chicago 's Lincoln Park Zoo earlier this month , Wankie begin have trouble breathing .
It could take the time left before the current collective bargaining agreement expires June 30 just to get where the NBA thought it was in April .	it could take the time leave before the current collective bargaining agreement expire June 30 just to get where the NBA think it be in April .
Heavy rock riffs that built to frantic spires of entropy were the soundtrack to confused dance - wrestling before the cops showed up and shut those shows down .	heavy rock riff that build to frantic spire of entropy be the soundtrack to confuse dance - wrestling before the cop show up and shut those show down .
Swaziland had the shortest life expectancy at 35 years .	Swaziland have the shortest life expectancy at 35 year .
â€ ˜ Nowadays , it is considered more logical and effective to adopt a discounted rate of tax for a definite period of time at the initial stages of the newly set up industries as an alternative to tax holiday or tax exemption , â€ ™ he said .	â€ ˜ nowadays , it be consider more logical and effective to adopt a discount rate of tax for a definite period of time at the initial stage of the newly set up industry as a alternative to tax holiday or tax exemption , â€ ™ he say .
South African Els fired a three - under - par 69 to finish on two - under 142 with Briton Montgomerie a further two strokes back , right on the cutline , after carding a 73 at a sun - baked Wentworth Club .	South African Els fire a three - under - par 69 to finish on two - under 142 with Briton Montgomerie a further two stroke back , right on the cutline , after card a 73 at a sun - bake Wentworth Club .
Thermoâ€ ˜s patented parallel angle resolved X - ray photoelectron spectroscopy technique produces accurate and repeatable measurement of thickness and composition in ultra - thin structures .	Thermoâ€ be patent parallel angle resolve x - ray photoelectron spectroscopy technique produce accurate and repeatable measurement of thickness and composition in ultra - thin structure .
LONDON ( Reuters ) - top retailer Tesco said on Friday same - store sales excluding fuel grew 6.8 percent in the first quarter in what the company described as a tough and slowing market .	LONDON ( Reuters ) - top retailer Tesco say on Friday same - store sale exclude fuel grow 6.8 percent in the first quarter in what the company describe as a tough and slowing market .
Money for capital improvements can be drawn from these funds .	money for capital improvement can be draw from these fund .
